Sentence	TokenOrder	Token	NER_Tag	pos
1315	3	—	O	PUNCT
1315	4	Avstriya	B-LOC	IB
1315	5	terma	O	IB
1315	6	jamoasi	O	IB
1315	7	tarixidagi	O	IB
1315	8	eng	O	IB
1315	9	yaxshi	O	IB
1315	10	to‘purar	O	IB
1315	11	.	O	PUNCT
1316	1	U	O	NER
1316	2	so‘nggi	O	NER
1316	3	olti	O	NER
1316	4	golini	O	NER
1316	5	San-Marinoga	B-LOC	NER
1316	6	qarshi	O	NER
1316	7	ikki	O	NER
1316	8	o‘yinda	O	NER
1316	9	urgan	O	NER
1316	10	.	O	PUNCT
1317	1	Shveysariyaga	B-LOC	NER
1317	2	qarshi	O	NER
1317	3	bahsdagi	O	NER
1317	4	210	B-NUMERIC	NER
1317	5	millionlik	I-NUMERIC	NER
1317	6	hujum	O	NER
1317	7	juftligi	O	NER
1317	8	.	O	PUNCT
1318	1	Xotini	O	NER
1318	2	bilan	O	NER
1318	3	3	B-NUMERIC	NER
1318	4	ta	I-NUMERIC	NER
1318	5	gol	O	NER
1318	6	urishiga	O	NER
1318	7	garov	O	NER
1318	8	bog‘ladi	O	NER
1318	9	,	O	PUNCT
1318	10	Dinamo	B-ORG	NER
1318	11	ham	O	NER
1318	12	3	B-NUMERIC	NER
1318	13	ta	I-NUMERIC	NER
1318	14	gol	O	NER
1318	15	urdi	O	NER
1318	16	.	O	PUNCT
1319	1	Shunaqa	O	NER
1319	2	jamoang	O	NER
1319	3	bo‘lsa-da	O	NER
1319	4	.	O	PUNCT
1320	1	Tarixda	O	NER
1320	2	TOP	O	NER
1320	3	terma	O	NER
1320	4	jamoa	O	NER
1320	5	va	O	NER
1320	6	klublar	O	NER
1320	7	deyarli	O	NER
1320	8	o‘ynamagan	O	NER
1320	9	.	O	PUNCT
1321	1	Shunaqa	O	NER
1321	2	o‘yinlardan	O	NER
1321	3	biri	O	NER
1321	4	－	O	NER
1321	5	Barselona	B-ORG	NER
1321	6	-	O	NER
1321	7	Braziliya	B-LOC	NER
1321	8	terma	O	NER
1321	9	jamoasi	O	NER
1321	10	.	O	PUNCT
1322	1	Gruziya	B-LOC	NER
1322	2	terma	O	NER
1322	3	jamoasi	O	NER
1322	4	mashg‘ulotida	O	NER
1322	5	Xvicha	B-PER	NER
1322	6	«	O	PUNCT
1322	7	Renn	B-ORG	NER
1322	8	»	O	PUNCT
1322	9	bilan	O	IB
1322	10	o‘yinda	O	IB
1322	11	hammani	O	IB
1322	12	hayratga	O	IB
1322	13	solgan	O	IB
1322	14	sakrab	O	IB
1322	15	to‘pni	O	IB
1322	16	to‘xtatish	O	IB
1322	17	usulini	O	IB
1322	18	qayta	O	IB
1322	19	namoyish	O	IB
1322	20	etdi	O	IB
1322	21	.	O	PUNCT
1323	1	Koreya	B-LOC	NER
1323	2	xalqaro	O	JJ
1323	3	hamkorlik	O	N
1323	4	agentligi	O	N
1323	5	(	O	PUNCT
1323	6	KOICA	B-ORG	NER
1323	7	)	O	PUNCT
1323	8	tomonidan	O	II
1323	9	World	B-ORG	NER
1323	10	Friends	I-ORG	NER
1323	11	Korea	I-ORG	NER
1323	12	(	O	PUNCT
1323	13	WFK	B-ORG	NER
1323	14	)	O	PUNCT
1323	15	dasturi	O	N
1323	16	doirasida	O	N
1323	17	tanlov	O	N
1323	18	e’lon	O	VB
1323	19	qilindi	O	VB
1323	20	.	O	PUNCT
1324	1	Innovatsion	O	NER
1324	2	rivojlanish	O	NER
1324	3	agentligi	O	NER
1324	4	huzuridagi	O	N
1324	5	Sirdaryo	B-LOC	NER
1324	6	Yoshlar	B-LOC	N
1324	7	texnoparki	I-LOC	N
1324	8	tomonidan	O	II
1324	9	InnoX	B-MISC	N
1324	10	biznes	I-MISC	N
1324	11	inkubatsiya	I-MISC	N
1324	12	3-mavsum	B-TEMPORAL	N
1324	13	yakuni	O	N
1324	14	bo‘yicha	O	II
1324	15	“	O	PUNCT
1324	16	Demo	B-MISC	NER
1324	17	Day	I-MISC	NER
1324	18	”	O	PUNCT
1324	19	o‘tkazildi	O	VB
1324	20	.	O	PUNCT
1325	1	Startap	O	N
1325	2	loyiha	O	N
1325	3	egalari	O	N
1325	4	tomonidan	O	II
1325	5	tayyorlangan	O	VB
1325	6	startap	O	N
1325	7	loyihalar	O	N
1325	8	taqdimoti	O	N
1325	9	o‘tkazildi	O	VB
1325	10	hamda	O	C
1325	11	ekspertlar	O	N
1325	12	va	O	C
1325	13	saralash	O	N
1325	14	komissiyasi	O	N
1325	15	a’zolari	O	N
1325	16	tomonidan	O	II
1325	17	baholandi	O	VB
1325	18	.	O	PUNCT
1326	1	Dastur	O	N
1326	2	davomida	O	II
1326	3	faol	O	JJ
1326	4	ishtirok	O	VB
1326	5	etgan	O	VB
1326	6	11	B-NUMERIC	N
1326	7	nafar	I-NUMERIC	N
1326	8	innovatsion	O	JJ
1326	9	loyiha	O	N
1326	10	egalari	O	N
1326	11	saralandi	O	VB
1326	12	.	O	PUNCT
1327	1	Sirdaryo	B-LOC	NER
1327	2	Yoshlar	B-ORG	N
1327	3	texnoparki	I-ORG	N
1327	4	tomonidan	O	II
1327	5	""""	O	PUNCT
1327	6	Texnopark	B-WORK	N
1327	7	stipendiyasi	I-WORK	N
1327	8	""""	O	PUNCT
1327	9	vaucher	O	N
1327	10	pul	O	N
1327	11	mukofotlari	O	N
1327	12	va	O	C
1327	13	Sertifikatlar	O	N
1327	14	bilan	O	II
1327	15	taqdirlandi	O	VB
1327	16	.	O	PUNCT
1328	1	Barcha	O	P
1328	2	ishtirokchilarni	O	N
1328	3	kelgusida	O	JJ
1328	4	iqtisodiyot	O	N
1328	5	tarmoqlariga	O	N
1328	6	joriy	O	VB
1328	7	etish	O	VB
1328	8	maqsadida	O	N
1328	9	respublika	O	N
1328	10	miqyosida	O	N
1328	11	tashkil	O	VB
1328	12	etiladigan	O	VB
1328	13	Startap	B-WORK	N
1328	14	loyihalar	O	N
1328	15	tanlovlarida	O	N
1328	16	ishtirok	O	VB
1328	17	etish	O	VB
1328	18	uchun	O	II
1328	19	yo‘naltirildi	O	VB
1328	20	.	O	PUNCT
1329	1	Innovatsion	B-ORG	NER
1329	2	rivojlanish	I-ORG	NER
1329	3	agentligi	I-ORG	NER
1329	4	jamoasi	O	N
1329	5	ishtirokidagi	O	N
1329	6	“	O	PUNCT
1329	7	Obod	B-MISC	NER
1329	8	va	I-MISC	C
1329	9	fayzli	I-MISC	JJ
1329	10	mahalla	I-MISC	N
1329	11	–	O	PUNCT
1329	12	yurt	B-MISC	N
1329	13	ko‘rki	I-MISC	N
1329	14	”	O	PUNCT
1329	15	shiori	O	N
1329	16	ostida	O	RR
1329	17	o‘tkazilayotkan	O	VB
1329	18	umumxalq	O	JJ
1329	19	xayriya	O	N
1329	20	hasharidan	O	N
1329	21	videolavha	O	N
1329	22	.	O	PUNCT
1330	1	Leonardo	B-PER	NER
1330	2	Di	I-PER	NER
1330	3	Kaprio	I-PER	NER
1330	4	1997-yilda	B-TEMPORAL	NER
1330	5	Titanik	B-WORK	NER
1330	6	filmida	I-WORK	N
1330	7	bosh	O	JJ
1330	8	rolni	O	N
1330	9	ijro	O	VB
1330	10	etgan	O	VB
1330	11	.	O	PUNCT
1331	1	Biz	O	P
1331	2	Samsung	B-MISC	NER
1331	3	Galaxy	I-MISC	NER
1331	4	14	I-MISC	NER
1331	5	modelini	I-MISC	N
1331	6	1000	B-MONEY	NER
1331	7	dollar	I-MONEY	NER
1331	8	evaziga	O	II
1331	9	sotib	O	VB
1331	10	oldik	O	VB
1331	11	.	O	PUNCT
1332	1	Toshkent	B-LOC	NER
1332	2	viloyati	O	N
1332	3	hokimligi	B-ORG	N
1332	4	2023-yil	B-TEMPORAL	NER
1332	5	12-mart	I-TEMPORAL	NER
1332	6	kuni	I-TEMPORAL	NER
1332	7	soat	O	NER
1332	8	20:00:00	B-TEMPORAL	NER
1332	9	da	I-TEMPORAL	NER
1332	10	yig‘ilish	O	VB
1332	11	o‘tkazadi	O	VB
1332	12	.	O	PUNCT
1333	1	Navro‘z	B-MISC	NER
1333	2	bayrami	I-MISC	N
1333	3	har	O	RR
1333	4	yili	O	RR
1333	5	21-mart	B-TEMPORAL	N
1333	6	kuni	I-TEMPORAL	N
1333	7	nishonlanadi	O	VB
1333	8	.	O	PUNCT
1334	1	Farsaj	B-WORK	N
1334	2	6	I-WORK	NUM
1334	3	filmidagi	O	N
1334	4	tank	O	N
1334	5	sahnasini	O	N
1334	6	YouTube	B-ORG	NER
1334	7	orqali	O	II
1334	8	tomosha	O	VB
1334	9	qilish	O	VB
1334	10	mumkin	O	MD
1334	11	.	O	PUNCT
1335	1	U	O	P
1335	2	Farmon	B-WORK	N
1335	3	399-sonli	I-WORK	JJ
1335	4	hujjatga	I-WORK	N
1335	5	binoan	O	II
1335	6	lavozimga	O	N
1335	7	tayinlandi	O	VB
1335	8	.	O	PUNCT
1336	1	Mona	B-WORK	NER
1336	2	Liza	I-WORK	NER
1336	3	asari	O	N
1336	4	Luvr	B-LOC	NER
1336	5	muzeyida	I-LOC	N
1336	6	saqlanadi	O	VB
1336	7	.	O	PUNCT
1337	1	Microsoft	B-ORG	NER
1337	2	Word	B-MISC	NER
1337	3	hujjatni	O	N
1337	4	.docx	B-WORK	N
1337	5	formatida	O	N
1337	6	saqladi	O	VB
1337	7	.	O	PUNCT
1338	1	BMW	B-MISC	NER
1338	2	X5	I-MISC	NER
1338	3	avtomobili	O	NER
1338	4	400	B-NUMERIC	NER
1338	5	ot	I-NUMERIC	N
1338	6	kuchiga	I-NUMERIC	N
1338	7	ega	O	VB
1338	8	.	O	PUNCT
1339	1	COVID	B-MISC	N
1339	2	19	I-MISC	N
1339	3	pandemiyasi	O	N
1339	4	davomida	O	II
1339	5	Pfizer	B-ORG	NER
1339	6	vaksinasidan	B-MISC	N
1339	7	foydalanilgan	O	VB
1339	8	.	O	PUNCT
1340	1	Telegram	B-MISC	NER
1340	2	Messenger	I-MISC	NER
1340	3	ilovasi	O	N
1340	4	Apple	B-MISC	NER
1340	5	Store	I-MISC	NER
1340	6	orqali	O	II
1340	7	yuklab	O	VB
1340	8	olinadi	O	VB
1340	9	.	O	PUNCT
1341	1	Jahon	B-MISC	N
1341	2	chempionati	I-MISC	N
1341	3	finali	I-MISC	N
1341	4	Parijda	B-LOC	NER
1341	5	bo‘lib	O	VB
1341	6	o‘tdi	O	VB
1341	7	.	O	PUNCT
1342	1	U	O	P
1342	2	50	B-NUMERIC	NER
1342	3	%	I-NUMERIC	NER
1342	4	chegirma	O	N
1342	5	bilan	O	II
1342	6	iPhone	B-MISC	NER
1342	7	13	I-MISC	NER
1342	8	Pro	I-MISC	NER
1342	9	sotib	O	VB
1342	10	oldi	O	VB
1342	11	.	O	PUNCT
1343	1	O‘zbekiston	B-LOC	NER
1343	2	Respublikasi	I-LOC	NER
1343	3	Konstitutsiyasida	B-WORK	N
1343	4	inson	O	N
1343	5	huquqlari	O	N
1343	6	kafolatlangan	O	VB
1343	7	.	O	PUNCT
1344	1	Harvard	B-ORG	NER
1344	2	universiteti	I-ORG	NER
1344	3	olimlari	O	N
1344	4	nobel	B-MISC	N
1344	5	mukofotini	I-MISC	N
1344	6	oldi	O	VB
1344	7	.	O	PUNCT
1345	1	Samsung	B-ORG	NER
1345	2	Health	B-MISC	NER
1345	3	dasturida	O	N
1345	4	yurak	O	N
1345	5	urishini	O	N
1345	6	o‘lchash	O	VB
1345	7	mumkin	O	MD
1345	8	.	O	PUNCT
1346	1	Ushbu	O	P
1346	2	loyiha	O	N
1346	3	A	B-MISC	N
1346	4	sinf	I-MISC	N
1346	5	toifasiga	O	N
1346	6	kiradi	O	VB
1346	7	.	O	PUNCT
1347	1	Google	B-MISC	NER
1347	2	Docs	I-MISC	NER
1347	3	orqali	O	II
1347	4	tahliliy	O	JJ
1347	5	hisobot.pdf	B-WORK	N
1347	6	yuborildi	O	VB
1347	7	.	O	PUNCT
1348	1	Leonardo	B-PER	NER
1348	2	Di	I-PER	NER
1348	3	Kaprio	I-PER	NER
1348	4	“	O	PUNCT
1348	5	Oskar	B-MISC	NER
1348	6	mukofoti	I-MISC	NER
1348	7	”	O	PUNCT
1348	8	ni	O	N
1348	9	2016-yilda	B-TEMPORAL	N
1348	10	oldi	O	VB
1348	11	.	O	PUNCT
1349	1	Samsung	B-ORG	NER
1349	2	Galaxy	B-MISC	NER
1349	3	Watch	I-MISC	NER
1349	4	5	I-MISC	NER
1349	5	foydalanuvchilarga	O	NER
1349	6	EKG	B-MISC	NER
1349	7	apparati	I-MISC	N
1349	8	sifatida	O	N
1349	9	xizmat	O	VB
1349	10	qiladi	O	VB
1349	11	.	O	PUNCT
1350	1	Mark	B-PER	NER
1350	2	Tven	I-PER	NER
1350	3	tomonidan	O	II
1350	4	yozilgan	O	VB
1350	5	“	O	PUNCT
1350	6	Tom	B-WORK	NER
1350	7	Soyyerning	I-WORK	NER
1350	8	sarguzashtlari	I-WORK	NER
1350	9	”	O	PUNCT
1350	10	millionlab	B-NUMERIC	RR
1350	11	nusxada	O	N
1350	12	sotilgan	O	VB
1350	13	.	O	PUNCT
1351	1	Amazon	B-ORG	NER
1351	2	Web	I-ORG	NER
1351	3	Services	I-ORG	NER
1351	4	bugungi	O	JJ
1351	5	kunda	O	RR
1351	6	eng	O	RR
1351	7	yirik	O	JJ
1351	8	bulut	O	N
1351	9	platformasiga	O	N
1351	10	aylangan	O	VB
1351	11	.	O	PUNCT
1352	1	Louvre	B-LOC	NER
1352	2	muzeyida	I-LOC	N
1352	3	Mona	B-WORK	NER
1352	4	Liza	I-WORK	NER
1352	5	asarini	O	N
1352	6	tomosha	O	VB
1352	7	qilish	O	VB
1352	8	mumkin	O	MD
1352	9	.	O	PUNCT
1353	1	O‘zbekiston	B-LOC	NER
1353	2	Respublikasi	I-LOC	NER
1353	3	tomonidan	O	II
1353	4	yangi	O	JJ
1353	5	Farmon	B-MISC	N
1353	6	145	I-MISC	NUM
1353	7	qabul	O	VB
1353	8	qilindi	O	VB
1353	9	.	O	PUNCT
1354	1	Google	B-MISC	NER
1354	2	Translate	I-MISC	NER
1354	3	ilovasi	O	N
1354	4	Android	B-ORG	N
1354	5	14	B-MISC	NUM
1354	6	versiyasi	I-MISC	N
1354	7	bilan	O	II
1354	8	moslashgan	O	VB
1354	9	.	O	PUNCT
1355	1	20-fevral	B-TEMPORAL	N
1355	2	kuni	I-TEMPORAL	N
1355	3	soat	O	NER
1355	4	18:30:00	B-TEMPORAL	NER
1355	5	da	I-TEMPORAL	NER
1355	6	ishchi	O	N
1355	7	yig‘ilish	O	N
1355	8	o‘tkaziladi	O	VB
1355	9	.	O	PUNCT
1356	1	Navbatdagi	O	NER
1356	2	Apple	B-MISC	NER
1356	3	Event	I-MISC	NER
1356	4	San-Fransiskoda	B-LOC	NER
1356	5	bo‘lib	O	VB
1356	6	o‘tadi	O	VB
1356	7	.	O	PUNCT
1357	1	Mercedes-Benz	B-MISC	NER
1357	2	G-Class	I-MISC	NER
1357	3	modeli	O	N
1357	4	yuqori	O	JJ
1357	5	toifadagi	O	N
1357	6	SUV	B-MISC	N
1357	7	hisoblanadi	O	VB
1357	8	.	O	PUNCT
1358	1	Bitcoin	B-MISC	N
1358	2	narxi	O	N
1358	3	65000	B-MONEY	NER
1358	4	AQSh	I-MONEY	NER
1358	5	dollariga	I-MONEY	N
1358	6	yetdi	O	VB
1358	7	.	O	PUNCT
1359	1	Navro‘z	B-MISC	NER
1359	2	kuni	I-MISC	N
1359	3	Xalqlar	B-LOC	N
1359	4	do‘stligi	I-LOC	N
1359	5	maydonida	B-LOC	N
1359	6	bayram	O	N
1359	7	tantanalari	O	N
1359	8	o‘tkazildi	O	VB
1359	9	.	O	PUNCT
1360	1	Harvard	B-ORG	NER
1360	2	Medical	I-ORG	NER
1360	3	School	I-ORG	NER
1360	4	olimlari	O	N
1360	5	COVID-19ga	B-MISC	N
1360	6	qarshi	O	II
1360	7	tadqiqot	O	N
1360	8	o‘tkazmoqda	O	VB
1360	9	.	O	PUNCT
1361	1	Spotify	B-MISC	NER
1361	2	Premium	I-MISC	NER
1361	3	obunasining	O	N
1361	4	oylik	O	N
1361	5	narxi	O	N
1361	6	9.99	B-MONEY	NER
1361	7	dollarni	I-MONEY	NER
1361	8	tashkil	O	VB
1361	9	qiladi	O	VB
1361	10	.	O	PUNCT
1362	1	Jahon	B-ORG	NER
1362	2	sog‘liqni	I-ORG	NER
1362	3	saqlash	I-ORG	NER
1362	4	tashkiloti	I-ORG	NER
1362	5	yangi	O	JJ
1362	6	pandemiya	B-MISC	N
1362	7	qonunini	O	N
1362	8	tasdiqladi	O	VB
1362	9	.	O	PUNCT
1363	1	Tesla	B-ORG	NER
1363	2	Model	B-MISC	NER
1363	3	S	I-MISC	NER
1363	4	Plaid	I-MISC	NER
1363	5	—	O	PUNCT
1363	6	tezligi	O	N
1363	7	bo‘yicha	O	II
1363	8	rekordchi	O	N
1363	9	elektromobil	B-MISC	N
1363	10	.	O	PUNCT
1364	1	Turkiya	B-LOC	NER
1364	2	Respublikasining	I-LOC	NER
1364	3	konstitutsiyasi	B-WORK	N
1364	4	1982-yilda	B-TEMPORAL	N
1364	5	qabul	O	VB
1364	6	qilingan	O	VB
1364	7	.	O	PUNCT
1365	1	Netflix	B-ORG	NER
1365	2	Originals	B-MISC	NER
1365	3	orqali	O	II
1365	4	chiqarilgan	O	VB
1365	5	Dark	B-WORK	N
1365	6	seriali	I-WORK	N
1365	7	Germaniyada	B-LOC	NER
1365	8	mashhur	O	JJ
1365	9	bo‘ldi	O	VB
1365	10	.	O	PUNCT
1366	1	Dunyo	O	N
1366	2	tillari	O	N
1366	3	ichida	O	II
1366	4	ingliz	B-MISC	N
1366	5	tili	I-MISC	N
1366	6	eng	O	RR
1366	7	keng	O	JJ
1366	8	tarqalgan	O	VB
1366	9	.	O	PUNCT
1367	1	Nobel	B-MISC	NER
1367	2	mukofotini	I-MISC	N
1367	3	2022-yilda	B-TEMPORAL	N
1367	4	kimyo	O	N
1367	5	bo‘yicha	O	II
1367	6	Benjamin	B-PER	NER
1367	7	List	I-PER	NER
1367	8	oldi	O	VB
1367	9	.	O	PUNCT
1368	1	Canon	B-MISC	NER
1368	2	EOS	I-MISC	NER
1368	3	R5	I-MISC	NER
1368	4	professional	O	JJ
1368	5	kamerasi	O	N
1368	6	fotografiyada	O	N
1368	7	keng	O	JJ
1368	8	qo‘llaniladi	O	VB
1368	9	.	O	PUNCT
1369	1	Facebook	B-ORG	NER
1369	2	Messenger	B-MISC	NER
1369	3	dasturi	O	N
1369	4	.apk	B-WORK	N
1369	5	fayl	I-WORK	N
1369	6	shaklida	O	N
1369	7	tarqatiladi	O	VB
1369	8	.	O	PUNCT
1370	1	Steve	B-PER	NER
1370	2	Jobs	I-PER	NER
1370	3	tomonidan	O	II
1370	4	asos	O	N
1370	5	solingan	O	VB
1370	6	Apple	B-ORG	NER
1370	7	Inc.	I-ORG	NER
1370	8	hozirda	O	RR
1370	9	trillion	B-MONEY	JJ
1370	10	dollarlik	I-MONEY	N
1370	11	kompaniya	O	N
1370	12	hisoblanadi	O	VB
1370	13	.	O	PUNCT
1371	1	Tesla	B-ORG	NER
1371	2	Cybertruck	B-MISC	NER
1371	3	modeli	O	NER
1371	4	2024-yilda	B-TEMPORAL	NER
1371	5	sotuvga	O	N
1371	6	chiqadi	O	VB
1371	7	.	O	PUNCT
1372	1	Samarqand	B-LOC	NER
1372	2	shahrida	I-LOC	N
1372	3	o‘tkazilgan	O	VB
1372	4	Ipak	B-MISC	N
1372	5	yo‘li	I-MISC	N
1372	6	festivali	I-MISC	N
1372	7	nihoyasiga	O	N
1372	8	yetdi	O	VB
1372	9	.	O	PUNCT
1373	1	20-iyun	B-TEMPORAL	NER
1373	2	kuni	I-TEMPORAL	NER
1373	3	soat	O	NER
1373	4	17:45:00	B-TEMPORAL	NER
1373	5	da	I-TEMPORAL	NER
1373	6	ishchi	O	N
1373	7	yig‘in	O	N
1373	8	bo‘lib	O	VB
1373	9	o‘tadi	O	VB
1373	10	.	O	PUNCT
1374	1	ChatGPT	B-MISC	NER
1374	2	4	I-MISC	NER
1374	3	versiyasi	I-MISC	NER
1374	4	OpenAI	B-ORG	NER
1374	5	tomonidan	O	II
1374	6	ishlab	O	VB
1374	7	chiqilgan	O	VB
1374	8	.	O	PUNCT
1375	1	Samsung	B-ORG	NER
1375	2	Galaxy	B-MISC	NER
1375	3	Z	I-MISC	NER
1375	4	Fold	I-MISC	NER
1375	5	5	I-MISC	NER
1375	6	—	O	PUNCT
1375	7	buklanadigan	O	VB
1375	8	smartfonlar	O	N
1375	9	avlodining	O	N
1375	10	yangi	O	JJ
1375	11	vakili	O	N
1375	12	.	O	PUNCT
1376	1	Tajikiston	B-LOC	NER
1376	2	Respublikasi	I-LOC	NER
1376	3	Konstitutsiyasida	B-MISC	N
1376	4	davlat	O	N
1376	5	boshqaruvi	O	N
1376	6	belgilanadi	O	VB
1376	7	.	O	PUNCT
1377	1	Spotify	B-MISC	NER
1377	2	ilovasining	O	N
1377	3	Premium	B-MISC	N
1377	4	rejasi	O	N
1377	5	oyiga	O	N
1377	6	12.99	B-MONEY	NER
1377	7	dollar	I-MONEY	NER
1377	8	turadi	O	VB
1377	9	.	O	PUNCT
1378	1	Usain	B-PER	NER
1378	2	Bolt	I-PER	NER
1378	3	100	B-NUMERIC	NER
1378	4	metrga	I-NUMERIC	NER
1378	5	yugurishda	O	N
1378	6	jahon	B-MISC	N
1378	7	rekordini	I-MISC	N
1378	8	yangilagan	O	VB
1378	9	.	O	PUNCT
1379	1	Jahon	B-ORG	NER
1379	2	Sog‘liqni	I-ORG	NER
1379	3	Saqlash	I-ORG	NER
1379	4	Tashkiloti	I-ORG	NER
1379	5	ma’lumotlariga	O	N
1379	6	ko‘ra	O	II
1379	7	,	O	PUNCT
1379	8	emlash	O	VB
1379	9	darajasi	O	N
1379	10	oshgan	O	VB
1379	11	.	O	PUNCT
1380	1	Harry	B-WORK	NER
1380	2	Potter	I-WORK	NER
1380	3	va	O	C
1380	4	Sehrgarlar	B-WORK	N
1380	5	to‘qnashuvi	I-WORK	N
1380	6	filmi	I-WORK	N
1380	7	dunyo	O	N
1380	8	bo‘yicha	O	II
1380	9	milliardlab	B-NUMERIC	NUM
1380	10	daromad	O	N
1380	11	oldi	O	VB
1380	12	.	O	PUNCT
1381	1	Shavkat	B-PER	NER
1381	2	Mirziyoyev	I-PER	NER
1381	3	2021-yilda	B-TEMPORAL	N
1381	4	yana	O	RR
1381	5	prezident	B-MISC	N
1381	6	etib	O	VB
1381	7	saylandi	O	VB
1381	8	.	O	PUNCT
1382	1	Redmi	B-MISC	NER
1382	2	Note	I-MISC	NER
1382	3	12	I-MISC	NER
1382	4	Pro+	I-MISC	NER
1382	5	qurilmasi	O	N
1382	6	yuqori	O	JJ
1382	7	tezlikdagi	O	N
1382	8	zaryadlashga	O	VB
1382	9	ega	O	VB
1382	10	.	O	PUNCT
1383	1	Amazon	B-ORG	NER
1383	2	Prime	I-ORG	NER
1383	3	Video	I-ORG	N
1383	4	orqali	O	II
1383	5	The	B-WORK	NER
1383	6	Lord	I-WORK	NER
1383	7	of	I-WORK	NER
1383	8	the	I-WORK	NER
1383	9	Rings	I-WORK	NER
1383	10	seriali	I-WORK	JJ
1383	11	efirga	O	N
1383	12	uzatildi	O	VB
1383	13	.	O	PUNCT
1384	1	TUMO	B-ORG	NER
1384	2	Markazida	I-ORG	NER
1384	3	o‘quvchilar	O	N
1384	4	texnologiyalar	O	N
1384	5	asosida	O	N
1384	6	loyihalar	O	N
1384	7	yaratayapti	O	VB
1384	8	.	O	PUNCT
1385	1	400	B-MONEY	NER
1385	2	AQSh	B-LOC	NER
1385	3	dollari	B-MONEY	NER
1385	4	qiymatidagi	O	N
1385	5	telefon	O	N
1385	6	2	B-TEMPORAL	N
1385	7	kunda	I-TEMPORAL	RR
1385	8	yetkazildi	O	VB
1385	9	.	O	PUNCT
1386	1	Leonardo	B-PER	NER
1386	2	da	I-PER	NER
1386	3	Vinchi	I-PER	NER
1386	4	tomonidan	O	II
1386	5	chizilgan	O	VB
1386	6	“	O	PUNCT
1386	7	So‘nggi	B-WORK	JJ
1386	8	kechki	I-WORK	JJ
1386	9	ovqat	I-WORK	N
1386	10	”	O	PUNCT
1386	11	—	O	PUNCT
1386	12	dunyodagi	O	N
1386	13	mashhur	O	JJ
1386	14	asarlardan	O	N
1386	15	biri	O	NUM
1386	16	.	O	PUNCT
1387	1	AI-21	B-ORG	NER
1387	2	Labs	I-ORG	NER
1387	3	kompaniyasi	O	N
1387	4	til	O	N
1387	5	modellari	O	N
1387	6	ustida	O	RR
1387	7	ishlamoqda	O	VB
1387	8	.	O	PUNCT
1388	1	Microsoft	B-ORG	NER
1388	2	Excel	B-MISC	NER
1388	3	dasturining	O	N
1388	4	.xlsx	B-WORK	N
1388	5	fayl	I-WORK	N
1388	6	shakli	O	N
1388	7	keng	O	JJ
1388	8	tarqalgan	O	VB
1388	9	.	O	PUNCT
1389	1	Berlin	B-LOC	NER
1389	2	shahrida	I-LOC	N
1389	3	o‘tkazilgan	O	VB
1389	4	ilmiy	O	JJ
1389	5	anjuman	O	N
1389	6	Nature	B-ORG	NER
1389	7	Journal	I-ORG	NER
1389	8	homiyligida	O	N
1389	9	bo‘lib	O	VB
1389	10	o‘tdi	O	VB
1389	11	.	O	PUNCT
1390	1	Barak	B-PER	N
1390	2	Obama	I-PER	NER
1390	3	2009-yilda	B-TEMPORAL	NER
1390	4	Nobel	B-MISC	NER
1390	5	tinchlik	I-MISC	N
1390	6	mukofotini	I-MISC	N
1390	7	oldi	O	VB
1390	8	.	O	PUNCT
1391	1	iPhone	B-MISC	NER
1391	2	15	I-MISC	NER
1391	3	Pro	I-MISC	NER
1391	4	Max	I-MISC	NER
1391	5	modeli	O	N
1391	6	yuqori	O	JJ
1391	7	aniqlikdagi	O	N
1391	8	kamera	O	N
1391	9	bilan	O	II
1391	10	jihozlangan	O	VB
1391	11	.	O	PUNCT
1392	1	Google	B-ORG	NER
1392	2	Maps	B-MISC	NER
1392	3	orqali	O	II
1392	4	Samarqand	B-LOC	NER
1392	5	shahriga	I-LOC	N
1392	6	yo‘l	O	N
1392	7	topish	O	VB
1392	8	oson	O	JJ
1392	9	.	O	PUNCT
1393	1	Microsoft	B-ORG	NER
1393	2	Teams	B-MISC	NER
1393	3	platformasida	O	N
1393	4	videokonferensiya	O	N
1393	5	o‘tkazildi	O	VB
1393	6	.	O	PUNCT
1394	1	Toshkent	B-LOC	NER
1394	2	Metropoliteni	B-ORG	NER
1394	3	yangi	O	NER
1394	4	Yo‘ldosh	B-LOC	NER
1394	5	stansiyasini	I-LOC	N
1394	6	ochdi	O	VB
1394	7	.	O	PUNCT
1395	1	Avengers:	B-WORK	NER
1395	2	Endgame	I-WORK	NER
1395	3	—	O	NER
1395	4	Marvel	B-ORG	NER
1395	5	Studios	I-ORG	NER
1395	6	tomonidan	O	II
1395	7	yaratilgan	O	VB
1395	8	film	O	N
1395	9	.	O	PUNCT
1396	1	NASA	B-ORG	NER
1396	2	2025-yilda	B-TEMPORAL	NER
1396	3	Artemis	B-MISC	NER
1396	4	II	I-MISC	NER
1396	5	missiyasini	I-MISC	N
1396	6	ishga	O	IB
1396	7	tushiradi	O	IB
1396	8	.	O	PUNCT
1397	1	Spotify	B-MISC	NER
1397	2	Premium	I-MISC	NER
1397	3	obunasi	O	N
1397	4	oyiga	O	N
1397	5	14.99	B-MONEY	NER
1397	6	dollar	I-MONEY	NER
1397	7	turadi	O	VB
1397	8	.	O	PUNCT
1398	1	BMW	B-MISC	NER
1398	2	iX3	I-MISC	NER
